item_id_hash,subject,disagreement_rate,difficulty,review_reason,raw_text_included
7976d44e99da4a27,high_school_chemistry,0.4998356074261007,0.48717948717948717,high_model_disagreement,False
4d9c1ce3addab279,miscellaneous,0.4998356074261007,0.48717948717948717,high_model_disagreement,False
dd9119d5b4a1fd3a,elementary_mathematics,0.4998356074261007,0.48717948717948717,high_model_disagreement,False
93879b569fa86007,college_computer_science,0.4998356074261007,0.48717948717948717,high_model_disagreement,False
81ab08e1607376d9,elementary_mathematics,0.4998356074261007,0.5128205128205128,high_model_disagreement,False
49d7d0d41cf3a3c9,miscellaneous,0.4998356074261007,0.5128205128205128,high_model_disagreement,False
c4a1f9981a9f262d,miscellaneous,0.4998356074261007,0.48717948717948717,high_model_disagreement,False
d685b495b2e81c1f,miscellaneous,0.4998356074261007,0.48717948717948717,high_model_disagreement,False
90f91699127547d7,philosophy,0.4998356074261007,0.5128205128205128,high_model_disagreement,False
6250083a9c13240f,professional_law,0.4998356074261007,0.48717948717948717,high_model_disagreement,False
